name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
tmv,"TMV may refer to:Tobacco mosaic virus The Mars Volta Tindivanam railway station, Tamil Nadu, India Trondhjems mekaniske Værksted True market value Thermostatic mixing valve Tom Merritt, Molly Wood and Veronica Belmont; hosts of the podcast Buzz Out Loud",tomato mosaic virus,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,tomato_mosaic_virus,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4436,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
puumala virus,Puumala virus (PUUV) is the main cause of hemorrhagic fever with renal syndrome (HFRS) in Europe and Russia. Puumala virus is transmitted by the bank vole.,hantaan virus,Hantaan virus (HTNV) is the main cause of hemorrhagic fever with renal syndrome (HFRS) in East Asia. Hantaan virus is transmitted by the striped field mouse.,agrovoc_c_35746,agrovoc_c_35746,http://aims.fao.org/aos/agrovoc/c_35746,http://aims.fao.org/aos/agrovoc/c_35746,1,False,0.9048,medium,partial: only some disease signals present,medium,partial: only some disease signals present
comovirus,"Comovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 21 species in this genus.",iflavirus,"Iflaviridae is a family of positive sense RNA viruses insect-infecting viruses. Some of the insects commonly infected by iflaviruses include aphids, leafhoppers, flies, bees, ants, silkworms and wasps.",agrovoc_c_32855,agrovoc_c_3bf334af,http://aims.fao.org/aos/agrovoc/c_32855,http://aims.fao.org/aos/agrovoc/c_3bf334af,0,False,0.0806,poor,poor phrase: 'is a genus of',poor,poor phrase: 'is a family of'
blsd,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black n,tomato bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",black_sigatoka,tomato_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
haemoproteus,"Haemoproteus is a genus of alveolates that are parasitic in birds, reptiles, and amphibians. Its name is derived from Greek: haima 'blood' and Proteus, a sea god that had the power to assume various shapes.",gbr,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,agrovoc_c_3466,grape_black_rot,http://aims.fao.org/aos/agrovoc/c_3466,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0087,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
fabavirus,"Fabavirus is a genus of plant viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 18 species in this genus.",tomato bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",agrovoc_c_307f99f5,tomato_bacterial_spot,http://aims.fao.org/aos/agrovoc/c_307f99f5,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
partitivirus,"Mycoviruses, also known as mycophages, are viruses that infect fungi. The majority of mycoviruses have double-stranded R",roya del cafeto,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historicall,agrovoc_c_9dd87521,coffee_leaf_rust,http://aims.fao.org/aos/agrovoc/c_9dd87521,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.1008,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
newcastle disease,"Virulent Newcastle disease (VND), formerly exotic Newcastle disease, is a contagious viral avian disease affecting many domestic and wild bird species; it is transmissible to humans.",lr,Fungal disease of wheat caused by Puccinia triticina. Creates orange-brown circular pustules scattered on leaf surface.,agrovoc_c_5165,wheat_leaf_rust,http://aims.fao.org/aos/agrovoc/c_5165,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0381,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
mosaic virus of tomato,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,tobacco mosaic virus,"Tobacco mosaic virus (TMV) is a positive-sense single-stranded RNA virus species in the genus Tobamovirus that infects a wide range of plants, especially tobacco and other members of the family Solanaceae.",tomato_mosaic_virus,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7897,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cowpea chlorotic mottle bromovirus,"Cowpea chlorotic mottle virus, abbreviated CCMV, is a virus that specifically infects the cowpea plant, or black-eyed pea. The leaves of infected plants develop yellow spots, hence the name ""chlorotic"".",brome mosaic bromovirus,"Brome mosaic virus (BMV) is a small, positive-stranded, icosahedral RNA plant virus belonging to the genus Bromovirus, family Bromoviridae, in the Alphavirus-like superfamily.",agrovoc_c_32851,agrovoc_c_32851,http://aims.fao.org/aos/agrovoc/c_32851,http://aims.fao.org/aos/agrovoc/c_32851,1,False,0.3,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
comovirus,"Comovirus is a genus of viruses in the order Picornavirales, in the family Secoviridae, in the subfamily Comovirinae. There are 21 species in this genus.",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",agrovoc_c_32855,late_blight,http://aims.fao.org/aos/agrovoc/c_32855,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.2298,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
heterodera carotae,"Heterodera carotae is a plant pathogenic nematode commonly known as the carrot root nematode or carrot cyst nematode. It is found in Europe, Cyprus and India and is considered an invasive species in the United States.",protothaca thaca,"Paloma is an archaeological site in Peru, located 65 km south of Lima in Chilca District, Cañete Province. Based on radi",agrovoc_c_31043,agrovoc_c_6267,http://aims.fao.org/aos/agrovoc/c_31043,http://aims.fao.org/aos/agrovoc/c_6267,0,False,0.001,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
rabies-like viruses,"Rabies virus is a neurotropic virus that causes rabies in animals, including humans. It can cause violence, hydrophobia,",soybean mosaic virus,Soybean mosaic virus (SMV) is a member of the plant virus genus Potyvirus. It infects mainly plants belonging to the family Fabaceae but has also been found infecting other economically important crops.,agrovoc_c_4489,soybean_mosaic_virus,http://aims.fao.org/aos/agrovoc/c_4489,https://en.wikipedia.org/wiki/Soybean_mosaic_virus,0,False,0.1218,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
grape black measles,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,black measles,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,grapevine_esca,grapevine_esca,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6064,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
turcicum leaf blight,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica.",nclb,The No Child Left Behind Act of 2001 (NCLB) was a 2002 United States Act of Congress promoted by the presidential administration of George W. It reauthorized the Elementary and Secondary Education Act and included Title I provisions applying to disadvantaged students.,northern_corn_leaf_blight,northern_corn_leaf_blight,https://en.wikipedia.org/wiki/Northern_corn_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7552,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common rust of maize,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6052,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
fusarium wilt of tomato,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",orthobunyavirus,"Schmallenberg virus, abbreviated SBV, is a virus that causes congenital malformations and stillbirths in cattle, sheep,",agrovoc_c_55da5c64,agrovoc_c_331430,http://aims.fao.org/aos/agrovoc/c_55da5c64,http://aims.fao.org/aos/agrovoc/c_331430,0,False,0.001,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
common corn rust,"Fungal disease of maize caused by Puccinia sorghi. Produces small, circular to oval pustules on both leaf surfaces. Wide",corn common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.2105,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
black measles,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe,orbivirus,"Orbivirus is a genus of double-stranded RNA viruses in the order Reovirales and the family Sedoreoviridae. Unlike other reoviruses, orbiviruses are arboviruses.",grapevine_esca,agrovoc_c_5377,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_5377,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
sclerotinia homoeocarpa,"Dollar spot is a fungal disease of turfgrass caused by the four species in the genus Clarireedia, in the family Rutstroe",alternaria carotiincultae,"Alternaria is a genus of fungi that are found worldwide. Alternaria species are known as major plant pathogens. They are also common allergens in humans, growing indoors and causing hay fever or hypersensitivity reactions that sometimes lead to asthma.",agrovoc_c_27367,agrovoc_c_cb09738e,http://aims.fao.org/aos/agrovoc/c_27367,http://aims.fao.org/aos/agrovoc/c_cb09738e,0,False,0.0239,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
leaf rust,"Wheat leaf rust is a fungal disease that affects wheat, barley, rye stems, leaves and grains. In temperate zones it is destructive on winter wheat because the pathogen overwinters.",tomato bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",wheat_leaf_rust,tomato_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.9022,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
streptomyces scabies,Streptomyces scabiei is a streptomycete bacterium species found in soils around the world. Unlike most of the 500 or so Streptomyces species it is a plant pathogen causing corky lesions to form on tuber and root crops as well as decreasing the growth of seedlings.,uroteuthis bartschi,"Uroteuthis bartschi, also known as Bartsch's squid, is a species of squid growing to a known mantle length of 20 cm (7.9 in). It is a type species of the genus Uroteuthis.",agrovoc_c_35455,agrovoc_c_48709,http://aims.fao.org/aos/agrovoc/c_35455,http://aims.fao.org/aos/agrovoc/c_48709,0,False,0.0546,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
